#x-axis,1
#second,Volt
-4.500000000000e-001,-2.81407e+000
-4.497440000000e-001,-2.81407e+000
-4.494880000000e-001,-2.41206e+000
-4.492320000000e-001,-2.61307e+000
-4.489760000000e-001,-2.41206e+000
-4.487200000000e-001,-2.41206e+000
-4.484640000000e-001,-2.41206e+000
-4.482080000000e-001,-2.21106e+000
-4.479520000000e-001,-2.41206e+000
-4.476960000000e-001,-2.41206e+000
-4.474400000000e-001,-2.21106e+000
-4.471840000000e-001,-2.61307e+000
-4.469280000000e-001,-2.41206e+000
-4.466720000000e-001,-2.01005e+000
-4.464160000000e-001,-2.61307e+000
-4.461600000000e-001,-2.41206e+000
-4.459040000000e-001,-2.41206e+000
-4.456480000000e-001,-2.21106e+000
-4.453920000000e-001,-2.21106e+000
-4.451360000000e-001,-2.21106e+000
-4.448800000000e-001,-2.01005e+000
-4.446240000000e-001,-2.21106e+000
-4.443680000000e-001,-2.41206e+000
-4.441120000000e-001,-2.01005e+000
-4.438560000000e-001,-2.01005e+000
-4.436000000000e-001,-2.21106e+000
-4.433440000000e-001,-2.01005e+000
-4.430880000000e-001,-2.01005e+000
-4.428320000000e-001,-2.01005e+000
-4.425760000000e-001,-1.80905e+000
-4.423200000000e-001,-1.80905e+000
-4.420640000000e-001,-2.01005e+000
-4.418080000000e-001,-2.01005e+000
-4.415520000000e-001,-2.01005e+000
-4.412960000000e-001,-1.80905e+000
-4.410400000000e-001,-2.01005e+000
-4.407840000000e-001,-1.80905e+000
-4.405280000000e-001,-1.60804e+000
-4.402720000000e-001,-1.80905e+000
-4.400160000000e-001,-1.60804e+000
-4.397600000000e-001,-1.60804e+000
-4.395040000000e-001,-1.80905e+000
-4.392480000000e-001,-1.80905e+000
-4.389920000000e-001,-1.60804e+000
-4.387360000000e-001,-1.40704e+000
-4.384800000000e-001,-1.60804e+000
-4.382240000000e-001,-1.60804e+000
-4.379680000000e-001,-1.60804e+000
-4.377120000000e-001,-1.60804e+000
-4.374560000000e-001,-1.40704e+000
-4.372000000000e-001,-1.20603e+000
-4.369440000000e-001,-1.40704e+000
-4.366880000000e-001,-1.40704e+000
-4.364320000000e-001,-1.40704e+000
-4.361760000000e-001,-1.20603e+000
-4.359200000000e-001,-1.20603e+000
-4.356640000000e-001,-1.20603e+000
-4.354080000000e-001,-1.20603e+000
-4.351520000000e-001,-1.20603e+000
-4.348960000000e-001,-1.20603e+000
-4.346400000000e-001,-1.00503e+000
-4.343840000000e-001,-1.20603e+000
-4.341280000000e-001,-1.20603e+000
-4.338720000000e-001,-1.20603e+000
-4.336160000000e-001,-1.00503e+000
-4.333600000000e-001,-1.00503e+000
-4.331040000000e-001,-1.00503e+000
-4.328480000000e-001,-1.00503e+000
-4.325920000000e-001,-1.00503e+000
-4.323360000000e-001,-8.04020e-001
-4.320800000000e-001,-1.20603e+000
-4.318240000000e-001,-8.04020e-001
-4.315680000000e-001,-8.04020e-001
-4.313120000000e-001,-8.04020e-001
-4.310560000000e-001,-1.00503e+000
-4.308000000000e-001,-8.04020e-001
-4.305440000000e-001,-8.04020e-001
-4.302880000000e-001,-6.03015e-001
-4.300320000000e-001,-6.03015e-001
-4.297760000000e-001,-8.04020e-001
-4.295200000000e-001,-6.03015e-001
-4.292640000000e-001,-1.00503e+000
-4.290080000000e-001,-4.02010e-001
-4.287520000000e-001,-6.03015e-001
-4.284960000000e-001,-6.03015e-001
-4.282400000000e-001,-6.03015e-001
-4.279840000000e-001,-6.03015e-001
-4.277280000000e-001,-6.03015e-001
-4.274720000000e-001,-4.02010e-001
-4.272160000000e-001,-6.03015e-001
-4.269600000000e-001,-4.02010e-001
-4.267040000000e-001,-4.02010e-001
-4.264480000000e-001,-6.03015e-001
-4.261920000000e-001,-4.02010e-001
-4.259360000000e-001,-6.03015e-001
-4.256800000000e-001,-4.02010e-001
-4.254240000000e-001,-4.02010e-001
-4.251680000000e-001,-4.02010e-001
-4.249120000000e-001,-4.02010e-001
-4.246560000000e-001,-2.01005e-001
-4.244000000000e-001,-4.02010e-001
-4.241440000000e-001,-4.02010e-001
-4.238880000000e-001,-2.01005e-001
-4.236320000000e-001, 0.00000e+000
-4.233760000000e-001, 0.00000e+000
-4.231200000000e-001,-2.01005e-001
-4.228640000000e-001,-2.01005e-001
-4.226080000000e-001,-4.02010e-001
-4.223520000000e-001, 0.00000e+000
-4.220960000000e-001, 0.00000e+000
-4.218400000000e-001, 0.00000e+000
-4.215840000000e-001, 0.00000e+000
-4.213280000000e-001, 0.00000e+000
-4.210720000000e-001, 0.00000e+000
-4.208160000000e-001, 0.00000e+000
-4.205600000000e-001, 2.01005e-001
-4.203040000000e-001, 0.00000e+000
-4.200480000000e-001, 2.01005e-001
-4.197920000000e-001, 0.00000e+000
-4.195360000000e-001, 0.00000e+000
-4.192800000000e-001, 2.01005e-001
-4.190240000000e-001, 2.01005e-001
-4.187680000000e-001, 2.01005e-001
-4.185120000000e-001, 4.02010e-001
-4.182560000000e-001, 2.01005e-001
-4.180000000000e-001, 4.02010e-001
-4.177440000000e-001, 2.01005e-001
-4.174880000000e-001, 4.02010e-001
-4.172320000000e-001, 4.02010e-001
-4.169760000000e-001, 4.02010e-001
-4.167200000000e-001, 4.02010e-001
-4.164640000000e-001, 4.02010e-001
-4.162080000000e-001, 4.02010e-001
-4.159520000000e-001, 4.02010e-001
-4.156960000000e-001, 6.03015e-001
-4.154400000000e-001, 4.02010e-001
-4.151840000000e-001, 4.02010e-001
-4.149280000000e-001, 6.03015e-001
-4.146720000000e-001, 8.04020e-001
-4.144160000000e-001, 8.04020e-001
-4.141600000000e-001, 8.04020e-001
-4.139040000000e-001, 8.04020e-001
-4.136480000000e-001, 8.04020e-001
-4.133920000000e-001, 6.03015e-001
-4.131360000000e-001, 1.00503e+000
-4.128800000000e-001, 8.04020e-001
-4.126240000000e-001, 1.00503e+000
-4.123680000000e-001, 1.00503e+000
-4.121120000000e-001, 1.20603e+000
-4.118560000000e-001, 1.00503e+000
-4.116000000000e-001, 8.04020e-001
-4.113440000000e-001, 1.00503e+000
-4.110880000000e-001, 8.04020e-001
-4.108320000000e-001, 1.20603e+000
-4.105760000000e-001, 1.00503e+000
-4.103200000000e-001, 1.00503e+000
-4.100640000000e-001, 1.00503e+000
-4.098080000000e-001, 1.20603e+000
